Title,Source,Date,Search Term
The Daily Revisits Andrew Yang,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
"Bernie Sanders, in Las Vegas, Previews Plan for Affordable Housing",New York Times,14-Sep, Elizabeth A Warren
Biden and Warren Avoid Direct Conflict — But for How Long?,New York Times,14-Sep, Elizabeth A Warren
Elizabeth Warren’s Formidable Stride,New York Times,14-Sep, Elizabeth A Warren
It Will Take More Than Cheap Shots to Knock Off Biden,New York Times,14-Sep, Elizabeth A Warren
The Democratic Candidates Did Nothing to Appeal to Hispanic Voters,New York Times,14-Sep, Elizabeth A Warren
"So Far, Trump Is Winning the Democratic Debates",New York Times,14-Sep, Elizabeth A Warren
Latinos 2020: Los candidatos demócratas no hicieron nada para atraer a los elect,New York Times,14-Sep, Elizabeth A Warren
"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",New York Times,14-Sep, Elizabeth A Warren
2 Democrats In No Hurry To Do Battle,New York Times,14-Sep, Elizabeth A Warren
Who Gained Ground And Who Slid Back? The Experts Weigh In,New York Times,14-Sep, Elizabeth A Warren
The Daily Revisits Andrew Yang,New York Times,14-Sep, Elizabeth A Warren
Biden and Warren Avoid Direct Conflict — But for How Long?,New York Times,14-Sep, Joseph Robinette Biden Jr
Elizabeth Warren’s Formidable Stride,New York Times,14-Sep, Joseph Robinette Biden Jr
It Will Take More Than Cheap Shots to Knock Off Biden,New York Times,14-Sep, Joseph Robinette Biden Jr
The Democratic Candidates Did Nothing to Appeal to Hispanic Voters,New York Times,14-Sep, Joseph Robinette Biden Jr
"So Far, Trump Is Winning the Democratic Debates",New York Times,14-Sep, Joseph Robinette Biden Jr
Latinos 2020: Los candidatos demócratas no hicieron nada para atraer a los elect,New York Times,14-Sep, Joseph Robinette Biden Jr
"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",New York Times,14-Sep, Joseph Robinette Biden Jr
2 Democrats In No Hurry To Do Battle,New York Times,14-Sep, Joseph Robinette Biden Jr
Who Gained Ground And Who Slid Back? The Experts Weigh In,New York Times,14-Sep, Joseph Robinette Biden Jr
The Daily Revisits Andrew Yang,New York Times,14-Sep, Joseph Robinette Biden Jr
"10 Democrats, Vying to Take Command",New York Times,14-Sep, Joseph Robinette Biden Jr
Elizabeth Warren’s Formidable Stride,New York Times,14-Sep,Pete Buttigieg
It Will Take More Than Cheap Shots to Knock Off Biden,New York Times,14-Sep,Pete Buttigieg
Trump Has Tamed the G.O.P. (for Now),New York Times,14-Sep,Pete Buttigieg
"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",New York Times,14-Sep,Pete Buttigieg
Who Gained Ground And Who Slid Back? The Experts Weigh In,New York Times,14-Sep,Pete Buttigieg
"Bernie Sanders, in Las Vegas, Previews Plan for Affordable Housing",New York Times,14-Sep,Kamala D Harris
Biden and Warren Avoid Direct Conflict — But for How Long?,New York Times,14-Sep,Kamala D Harris
The Democratic Candidates Did Nothing to Appeal to Hispanic Voters,New York Times,14-Sep,Kamala D Harris
Latinos 2020: Los candidatos demócratas no hicieron nada para atraer a los elect,New York Times,14-Sep,Kamala D Harris
"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",New York Times,14-Sep,Kamala D Harris
Corrections,New York Times,14-Sep,Kamala D Harris
2 Democrats In No Hurry To Do Battle,New York Times,14-Sep,Kamala D Harris
Who Gained Ground And Who Slid Back? The Experts Weigh In,New York Times,14-Sep,Kamala D Harris
The Long Run: Kamala Harris Was Ready to Brawl From the Beginning,New York Times,15-Sep," Bernard Sanders ""Bernie""           "
Maureen Dowd: Let's Debate: Are Democrats Doomed?,New York Times,15-Sep," Bernard Sanders ""Bernie""           "
Pop Quiz,New York Times,15-Sep," Bernard Sanders ""Bernie""           "
"Up, Up, Up With Elizabeth Warren",New York Times,15-Sep," Bernard Sanders ""Bernie""           "
How Kamala Harris Can Make a Comeback,New York Times,15-Sep, Elizabeth A Warren
The Long Run: Kamala Harris Was Ready to Brawl From the Beginning,New York Times,15-Sep, Elizabeth A Warren
Maureen Dowd: Let's Debate: Are Democrats Doomed?,New York Times,15-Sep, Elizabeth A Warren
"Up, Up, Up With Elizabeth Warren",New York Times,15-Sep, Elizabeth A Warren
Charles M. Blow: Joe Biden Is Problematic,New York Times,15-Sep, Joseph Robinette Biden Jr
How Kamala Harris Can Make a Comeback,New York Times,15-Sep, Joseph Robinette Biden Jr
The Long Run: Kamala Harris Was Ready to Brawl From the Beginning,New York Times,15-Sep, Joseph Robinette Biden Jr
Maureen Dowd: Let's Debate: Are Democrats Doomed?,New York Times,15-Sep, Joseph Robinette Biden Jr
"Up, Up, Up With Elizabeth Warren",New York Times,15-Sep, Joseph Robinette Biden Jr
How Kamala Harris Can Make a Comeback,New York Times,15-Sep,Pete Buttigieg
The Only Way to End 'Endless War',New York Times,15-Sep,Pete Buttigieg
"Up, Up, Up With Elizabeth Warren",New York Times,15-Sep,Pete Buttigieg
How Kamala Harris Can Make a Comeback,New York Times,15-Sep,Kamala D Harris
The Long Run: Kamala Harris Was Ready to Brawl From the Beginning,New York Times,15-Sep,Kamala D Harris
Shane Gillis Dropped From ‘S.N.L.’ Cast Amid Criticism of Racist Slurs,New York Times,16-Sep," Bernard Sanders ""Bernie""           "
Cornell’s Medical School Offers Full Rides in Battle Over Student Debt,New York Times,16-Sep," Bernard Sanders ""Bernie""           "
"Political memo: Age Isn’t Hurting 2020 Democratic Leaders, to Rivals’ Chagrin",New York Times,16-Sep," Bernard Sanders ""Bernie""           "
Democrats’ Afghan Strategy Sounds Familiar. It’s a Lot Like Trump’s.,New York Times,16-Sep," Bernard Sanders ""Bernie""           "
Sanders Campaign Shakes Up Leadership of New Hampshire Operation,New York Times,16-Sep," Bernard Sanders ""Bernie""           "
Harris Revealed An Early Knack For the Jugular,New York Times,16-Sep," Bernard Sanders ""Bernie""           "
Cornell’s Medical School Offers Full Rides in Battle Over Student Debt,New York Times,16-Sep, Elizabeth A Warren
"Oil, Brett Kavanaugh, The Far Side: Your Monday Evening Briefing",New York Times,16-Sep, Elizabeth A Warren
Elizabeth Warren to Rally Supporters in Washington Square Park Tonight,New York Times,16-Sep, Elizabeth A Warren
"Political memo: Age Isn’t Hurting 2020 Democratic Leaders, to Rivals’ Chagrin",New York Times,16-Sep, Elizabeth A Warren
Canada Does Elections Right,New York Times,16-Sep, Elizabeth A Warren
How Kamala Harris Can Make a Comeback,New York Times,16-Sep, Elizabeth A Warren
Calls for Kavanaugh’s Impeachment Come Amid New Misconduct Allegations,New York Times,16-Sep, Elizabeth A Warren
Democrats’ Afghan Strategy Sounds Familiar. It’s a Lot Like Trump’s.,New York Times,16-Sep, Elizabeth A Warren
Sanders Campaign Shakes Up Leadership of New Hampshire Operation,New York Times,16-Sep, Elizabeth A Warren
Harris Revealed An Early Knack For the Jugular,New York Times,16-Sep, Elizabeth A Warren
How Kamala Can Make A Comeback,New York Times,16-Sep, Elizabeth A Warren
"Biden Has Edge On Black Votes, But Not a Lock",New York Times,16-Sep, Elizabeth A Warren
Biden Has Deep Connection to Black Voters. Will It Translate Into Votes?,New York Times,16-Sep, Elizabeth A Warren
Charles M. Blow: Joe Biden Is Problematic,New York Times,16-Sep, Joseph Robinette Biden Jr
Paul Krugman: Republicans Don’t Believe in Democracy,New York Times,16-Sep, Joseph Robinette Biden Jr
"Political memo: Age Isn’t Hurting 2020 Democratic Leaders, to Rivals’ Chagrin",New York Times,16-Sep, Joseph Robinette Biden Jr
How Kamala Harris Can Make a Comeback,New York Times,16-Sep, Joseph Robinette Biden Jr
"At the Country’s Oldest Stump, a Presidential Twist",New York Times,16-Sep, Joseph Robinette Biden Jr
Calls for Kavanaugh’s Impeachment Come Amid New Misconduct Allegations,New York Times,16-Sep, Joseph Robinette Biden Jr
Dealbook: DealBook Briefing: The World Reckons With a New Oil Order,New York Times,16-Sep, Joseph Robinette Biden Jr
Democrats’ Afghan Strategy Sounds Familiar. It’s a Lot Like Trump’s.,New York Times,16-Sep, Joseph Robinette Biden Jr
Sanders Campaign Shakes Up Leadership of New Hampshire Operation,New York Times,16-Sep, Joseph Robinette Biden Jr
Harris Revealed An Early Knack For the Jugular,New York Times,16-Sep, Joseph Robinette Biden Jr
How Kamala Can Make A Comeback,New York Times,16-Sep, Joseph Robinette Biden Jr
"Biden Has Edge On Black Votes, But Not a Lock",New York Times,16-Sep, Joseph Robinette Biden Jr
Charles M. Blow: Joe Biden Is  Problematic on Racial Issues,New York Times,16-Sep, Joseph Robinette Biden Jr
Biden Has Deep Connection to Black Voters. Will It Translate Into Votes?,New York Times,16-Sep, Joseph Robinette Biden Jr
"Political memo: Age Isn’t Hurting 2020 Democratic Leaders, to Rivals’ Chagrin",New York Times,16-Sep,Pete Buttigieg
How Kamala Harris Can Make a Comeback,New York Times,16-Sep,Pete Buttigieg
"At the Country’s Oldest Stump, a Presidential Twist",New York Times,16-Sep,Pete Buttigieg
Democrats’ Afghan Strategy Sounds Familiar. It’s a Lot Like Trump’s.,New York Times,16-Sep,Pete Buttigieg
Supreme Court Says Judges Are Above Politics. It May Hear a Case Testing That V,New York Times,16-Sep,Pete Buttigieg
How Kamala Harris Can Make a Comeback,New York Times,16-Sep,Kamala D Harris
Working Families Party Endorses Elizabeth Warren,New York Times,16-Sep,Kamala D Harris
Democrats’ Afghan Strategy Sounds Familiar. It’s a Lot Like Trump’s.,New York Times,16-Sep,Kamala D Harris
Harris Revealed An Early Knack For the Jugular,New York Times,16-Sep,Kamala D Harris
How Kamala Can Make A Comeback,New York Times,16-Sep,Kamala D Harris
"Elizabeth Warren, at Washington Sq. Park Rally, Promises to Take On Corruption",New York Times,17-Sep," Bernard Sanders ""Bernie""           "
18 Questions. 21 Candidates. Here’s What They Said.,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
political memo: Warren and Trump Speeches Lay Out Competing Visions of Populis,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
"political memo: Warren and Trump Speeches Attack Corruption, but Two Different ",New York Times,17-Sep," Bernard Sanders ""Bernie""           "
"political memo: From Warren and Trump, Two Versions of Corruption",New York Times,17-Sep," Bernard Sanders ""Bernie""           "
"Days After Naming New Cast Member, 'S.N.L.' Drops Him After Slurs Come to Light",New York Times,17-Sep," Bernard Sanders ""Bernie""           "
"Working Families Party, a Major Progressive Force, Endorses Warren",New York Times,17-Sep," Bernard Sanders ""Bernie""           "
A Crowd Magnet Vows To Root Out Corruption,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
Some Democrats Join Trump in Seeking Quick Exit,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
Doctors Without Debt: A Gift From Cornell's Medical School,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
Talking About Age of Front-Runners Isn't Helping Rivals Gain Ground,New York Times,17-Sep," Bernard Sanders ""Bernie""           "
"Elizabeth Warren, at Washington Sq. Park Rally, Promises to Take On Corruption",New York Times,17-Sep, Elizabeth A Warren
18 Questions. 21 Candidates. Here’s What They Said.,New York Times,17-Sep, Elizabeth A Warren
political memo: Warren and Trump Speeches Lay Out Competing Visions of Populis,New York Times,17-Sep, Elizabeth A Warren
"political memo: Warren and Trump Speeches Attack Corruption, but Two Different ",New York Times,17-Sep, Elizabeth A Warren
"Iran, Israel, General Motors: Your Tuesday Briefing",New York Times,17-Sep, Elizabeth A Warren
"Best of Late Night: Trump Is ‘Locked and Loaded’ for Iran, but He’s No Dirty Harr",New York Times,17-Sep, Elizabeth A Warren
"Working Families Party, a Major Progressive Force, Endorses Warren",New York Times,17-Sep, Elizabeth A Warren
A Crowd Magnet Vows To Root Out Corruption,New York Times,17-Sep, Elizabeth A Warren
Some Democrats Join Trump in Seeking Quick Exit,New York Times,17-Sep, Elizabeth A Warren
Doctors Without Debt: A Gift From Cornell's Medical School,New York Times,17-Sep, Elizabeth A Warren
Talking About Age of Front-Runners Isn't Helping Rivals Gain Ground,New York Times,17-Sep, Elizabeth A Warren
"Elizabeth Warren, at Washington Sq. Park Rally, Promises to Take On Corruption",New York Times,17-Sep, Joseph Robinette Biden Jr
18 Questions. 21 Candidates. Here’s What They Said.,New York Times,17-Sep, Joseph Robinette Biden Jr
political memo: Warren and Trump Speeches Lay Out Competing Visions of Populis,New York Times,17-Sep, Joseph Robinette Biden Jr
"political memo: Warren and Trump Speeches Attack Corruption, but Two Different ",New York Times,17-Sep, Joseph Robinette Biden Jr
"Iran, Israel, General Motors: Your Tuesday Briefing",New York Times,17-Sep, Joseph Robinette Biden Jr
"political memo: From Warren and Trump, Two Versions of Corruption",New York Times,17-Sep, Joseph Robinette Biden Jr
"Working Families Party, a Major Progressive Force, Endorses Warren",New York Times,17-Sep, Joseph Robinette Biden Jr
A Crowd Magnet Vows To Root Out Corruption,New York Times,17-Sep, Joseph Robinette Biden Jr
"At New Mexico Rally, Trump Claims Support From Latinos for His Immigration Poli",New York Times,17-Sep, Joseph Robinette Biden Jr
Paul Krugman: Republicans Don't Believe in Democracy,New York Times,17-Sep, Joseph Robinette Biden Jr
Some Democrats Join Trump in Seeking Quick Exit,New York Times,17-Sep, Joseph Robinette Biden Jr
Talking About Age of Front-Runners Isn't Helping Rivals Gain Ground,New York Times,17-Sep, Joseph Robinette Biden Jr
Trump Tries to Woo Hispanic Voters at Rally in New Mexico,New York Times,17-Sep, Joseph Robinette Biden Jr
18 Questions. 21 Candidates. Here’s What They Said.,New York Times,17-Sep,Pete Buttigieg
Ross Douthat: The Abortion Mysticism of Pete Buttigieg,New York Times,17-Sep,Pete Buttigieg
"Working Families Party, a Major Progressive Force, Endorses Warren",New York Times,17-Sep,Pete Buttigieg
Nonpolitical Justices? A Case May Test That,New York Times,17-Sep,Pete Buttigieg
Some Democrats Join Trump in Seeking Quick Exit,New York Times,17-Sep,Pete Buttigieg
Talking About Age of Front-Runners Isn't Helping Rivals Gain Ground,New York Times,17-Sep,Pete Buttigieg
18 Questions. 21 Candidates. Here’s What They Said.,New York Times,17-Sep,Kamala D Harris
"Best of Late Night: Trump Is ‘Locked and Loaded’ for Iran, but He’s No Dirty Harr",New York Times,17-Sep,Kamala D Harris
Some Democrats Join Trump in Seeking Quick Exit,New York Times,17-Sep,Kamala D Harris
Barack Obama’s Biggest Mistake,New York Times,18-Sep," Bernard Sanders ""Bernie""           "
‘E for Effort’: Can Bernie Sanders Pass the South Carolina Test in 2020?,New York Times,18-Sep," Bernard Sanders ""Bernie""           "
Does Elizabeth Warren Have a Critical Vulnerability?,New York Times,18-Sep," Bernard Sanders ""Bernie""           "
"They Agree on Fighting Corruption, but Not on What's Corrupt",New York Times,18-Sep," Bernard Sanders ""Bernie""           "
Alexandria Ocasio-Cortez to Back First 2020 Challenger to Sitting Democrat,New York Times,18-Sep," Bernard Sanders ""Bernie""           "
Joe Kennedy to Announce Bid for U.S. Senate,New York Times,18-Sep, Elizabeth A Warren
Barack Obama’s Biggest Mistake,New York Times,18-Sep, Elizabeth A Warren
‘E for Effort’: Can Bernie Sanders Pass the South Carolina Test in 2020?,New York Times,18-Sep, Elizabeth A Warren
