,author,content,description,publishedAt,source,title,url
34,Reid J. Epstein,"Nine states that held Democratic presidential caucuses in 2016 Alaska, Colorado, Hawaii, Idaho, Maine, Minnesota, Nebraska, Utah and Washington have switched to primaries for 2020 at the urging of the D.N.C.
Six other states, including early-voting Iowa and … [+1340 chars]","Iowa Democrats wanted to allow some caucusgoers to vote by phone next year, but Democratic National Committee leaders are said to have concluded that such a system would not be secure.",2019-08-30,The New York Times,"Fearing Hackers, D.N.C. Plans to Cancel Iowa’s ‘Virtual’ Caucuses",https://www.nytimes.com/2019/08/30/us/politics/dnc-iowa-virtual-caucus.html
35,Clio Chang,"This pairing came about more naturally than it might look. In 2016, Cardi encouraged fans to vote for Daddy Bernie; she and Sanders have spent the last few years complimenting each other online. She is young enough to fit into Sanderss base, and in many ways … [+1684 chars]",Celebrities tend to receive more attention than primary candidates. Campaigns have never seemed entirely sure how to use that fact to their advantage.,2019-09-11,The New York Times,What Can a Star Like Cardi B Do for a Politician Like Sanders?,https://www.nytimes.com/2019/09/11/magazine/what-can-a-star-like-cardi-b-do-for-a-politician-like-sanders.html
36,Joseph Zeballos-Roig,"Former Vice President Joe Biden slammed Sens. Elizabeth Warren and Bernie Sanders at the third Democratic debate, touting Obamacare as an alternative to the sweeping Medicare for All plans the senators have been calling for. 
 Biden lauded Obamacare as a suc… [+1425 chars]","Former Vice President Joe Biden slammed Sens. Elizabeth Warren and Bernie Sanders at the third Democratic debate, touting Obamacare as an alternative to the sweeping Medicare for All plans the senators have been calling for. Biden lauded Obamacare as a succes…",2019-09-13,Business Insider,Biden touts Obamacare while slamming Sanders and Warren’s healthcare plans,https://www.businessinsider.com/biden-touts-obamacare-slams-sanders-warren-healthcare-plans-2019-9
37,Elizabeth Thomas,"Amid debate over rising medical costs, surprise hospital bills and high prescription drug prices, health care remains a top priority for voters in the 2020 presidential election.
Interested in Democratic Party?
Add Democratic Party as an interest to stay up… [+10742 chars]","Here's how 2020 Democrats former Vice President Joe Biden, Sens. Kamala Harris, Bernie Sanders and others differ on health care.",2019-09-13,ABC News,Medicare for all or single payer: Here's how the 2020 Democrats differ on health care,https://abcnews.go.com/Politics/2020-democrats-differ-health-care/story?id=64636048
38,ABC News,"<li>Now Playing: Protesters interrupt Biden during Democratic debate
</li><li>Now Playing: O'Rourke takes a stand against gun violence after Texas shootings
</li><li>Now Playing: ABC News talks about Trumps take on Democrats
</li><li>Now Playing: Buttigieg… [+1176 chars]",Sen. Bernie Sanders explains the key differences between his proposed health care plan and other Democratic candidates' plans.,2019-09-13,ABC News,WATCH: Sanders highlights health care plan after debate,https://abcnews.go.com/Politics/video/sanders-highlights-health-care-plan-debate-65584565
39,Astead W. Herndon,"Jaylan Jones, 20, said, Older people have that conservative outlook on things, even older black Democrats. 
Young people dont want Biden. We want Beto. We want Bernie, said Ms. Jones, a junior. I think we can convince them. 
The difference in opinion across… [+1603 chars]",An organic effort by black millennials and Gen Z-ers to influence their older family members may be key to overtaking Mr. Biden in the race for the Democratic presidential nomination.,2019-09-20,The New York Times,"Younger Black Voters to Their Parents: Break Up With Joe Biden, I’m Bored",https://www.nytimes.com/2019/09/20/us/politics/joe-biden-black-voters.html
40,Lisa Lerer and Reid J. Epstein,"Im going to keep the focus on the fact that Donald Trump has broken the law if this report is accurate and he should be impeached, former Housing Secretary Julián Castro said during an interview Friday night in Cedar Rapids. Thats where the focus belongs righ… [+1556 chars]",Reports that President Trump sought help from the Ukranian government could offer former Vice President Joseph R. Biden Jr. both opportunities and risks.,2019-09-21,The New York Times,"For Biden, Whistle-Blower Complaint Could Cut 2 Ways",https://www.nytimes.com/2019/09/21/us/politics/biden-ukraine-whistleblower-complaint.html
41,ABC News,"<li>Now Playing: Trump visits Baltimore, will tune into the Democratic Debate
</li><li>Now Playing: Top 10 candidates take the stage for the Democratic Debate in Houston
</li><li>Now Playing: ABC News breaks down 2020 Democratic candidates ahead of debate
… [+1092 chars]","Intro statements from presidential candidates Joe Biden, Cory Booker, Pete Buttigieg, Julian Castro, Kamala Harris, Amy Klobuchar, Beto O'Rourke, Bernie Sanders, Elizabeth Warren and Andrew Yang.",2019-09-13,ABC News,WATCH: Democratic candidates debate: Opening statements,https://abcnews.go.com/Politics/video/democratic-candidates-debate-opening-statements-65579046
42,MaryAlice Parks,"This moment was always going to be a turning point in the campaign. The Democratic National Committee promised six presidential primary debates this year, and half are now officially in the rear-view mirror.
Interested in Democratic Party?
Add Democratic Pa… [+4477 chars]",Former Vice President Joe Biden faced off with competitors Sens. Elizabeth Warren and Bernie Sanders at the September Democratic presidential debate.,2019-09-13,ABC News,The third round of Democratic debates sees a changing leader-board: ANALYSIS,https://abcnews.go.com/Politics/round-democratic-debates-sees-changing-leader-board-analysis/story?id=65593900
43,Ellen Cranley,"Former Vice President and Democratic presidential contender Joe Biden privately praised pharmaceutical companies, despite publicly supporting initiatives to cut drug prices. 
 Bloomberg reported that Biden told a gathering of donors at the Dallas home of Dav… [+1474 chars]","Former Vice President and Democratic presidential contender Joe Biden privately praised pharmaceutical companies, despite publicly supporting initiatives to cut drug prices. Bloomberg reported that Biden told a gathering of donors at the Dallas home of David …",2019-09-15,Business Insider,Joe Biden reportedly praised pharmaceutical companies at a private party despite publicly railing against high drug prices,https://www.businessinsider.com/biden-praised-pharmaceutical-companies-private-2019-9
44,Kat Tenbarge,"Ahead of Thursday's Democratic debate in Houston, Texas, host ABC News released a new poll of primary candidate preference among Democrats. It shows former vice president Joe Biden in the lead with 27%, followed by Senators Bernie Sanders and Elizabeth Warren… [+3219 chars]","A new 2020 Democratic primary poll from ABC News and The Washington Post shows a slight dip in Joe Biden's and Bernie Sanders' numbers, with the former vice president still in the lead with 27%, and the senator as runner-up with 19%. Senator Elizabeth Warren …",2019-09-08,Business Insider,A new 2020 Democratic primary poll shows Warren surging alongside fellow frontrunners Biden and Sanders,https://www.businessinsider.com/2020-democratic-primary-poll-biden-lead-sanders-warren-harris-2019-9
45,Astead W. Herndon,"Now, Ms. Harris is seeking to reclaim the mystique that catapulted her into the highest echelons of the Democratic presidential race just two years after her election to the Senate. After her performance in the first debate in June led to a surge in polling a… [+2003 chars]","In an interview, Ms. Harris sought to paint her prosecutorial career as a reason voters should trust her to deliver a criminal justice overhaul. But her critics say she has been part of the problem.",2019-09-09,The New York Times,"Kamala Harris, Confronting Critics, Releases a Criminal Justice Plan",https://www.nytimes.com/2019/09/09/us/politics/kamala-harris-criminal-justice.html
46,Maggie Astor,"Mr. Steyer, the billionaire investor and impeachment activist, made the cut after a recent CBS News/YouGov poll showed him at 2 percent in Nevada, a key early-voting state.
Along with Mr. Steyer, the October debate will feature:
<ul><li>Former Vice Presiden… [+2281 chars]","The Democratic National Committee has announced that the next debate will be held on Oct. 15, with a possible second night on Oct. 16.",2019-09-13,The New York Times,The Times and CNN Will Host the Next Democratic Debate in Ohio,https://www.nytimes.com/2019/09/13/us/politics/next-democratic-debate-october.html
47,Mark Leibovich,"He is still doing some campaigning as it used to exist: talking to people in early-voting states.His audience sizes often number just in the double-digits, which could be viewed as a comedown compared to the thousands that were thronging Mr. ORourke during hi… [+2073 chars]","Oh, and he’s running for president too.",2019-09-23,The New York Times,Beto O’Rourke Wants to Talk Guns With Anyone Who Will Listen,https://www.nytimes.com/2019/09/23/us/politics/beto-orourke-guns-2020.html
48,"Maxwell Strachan, Maxwell Strachan, Kate Lowenstein","Jeff Mackler is to the left of the left of the left. A self-proclaimed Trotskyist, he believes Bernie Sanders and the Democratic Socialists of Americathe growing party focused on the ""left wing of the possible""are unnervingly compromised. He thinks ""Medicare … [+11911 chars]","""I'm a full-time professional revolutionary. I'm not a reformed socialist, like Bernie Sanders.""",2019-09-27,Vice News,"A Long, Weird Convo with the Hardline Trotskyist Running a 2020 Campaign That Makes Bernie Look Centrist",https://www.vice.com/en_us/article/43k4p9/who-is-to-bernies-socialist-left
49,Catie Edmondson,"The House Democrats campaign arm in April formally broke committee business ties with political consultants and pollsters who sign on to work for primary challengers, infuriating progressive Democrats. The blacklist, Ms. Newman said, was a very expensive issu… [+1943 chars]","The progressive congresswoman’s endorsement of Marie Newman, who is seeking to oust the conservative-leaning Representative Daniel Lipinski, reflects a careful political calculus.",2019-09-17,The New York Times,Alexandria Ocasio-Cortez to Back First 2020 Challenger to Sitting Democrat,https://www.nytimes.com/2019/09/17/us/politics/aoc-endorsement-marie-newman.html
50,David Leonhardt,Harris remains an important candidate because the Democratic field remains flawed. And if you see Trump as a threat to Americas interests which he is you should at this point be rooting for as many strong potential nominees as possible. (Thats why Id also wel… [+2100 chars],The Democratic field is still flawed.,2019-09-16,The New York Times,How Kamala Harris Can Make a Comeback,https://www.nytimes.com/2019/09/15/opinion/kamala-harris.html
